Base_Consolidation_Name,Associated_Company_Name,Linkage_Method,Linkage_Value,Company_Evidence_Weight,Company_Evidence_Count,Association_companies_Count,chatid
"Hebei Guanlang Biotechnology Co., Ltd.",Chemenu Inc.,Phone,P/F: 8619930503282,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Simag Chem Corp,Phone,P/F: 862154720761,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Pt Chem Group Ltd,Phone,P/F: 862154720761,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Wuhan Han Sheng New Material Technology Co. Ltd,Phone,P/F: 862154720761,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Jiangxi Jianglan Pure Biological Reagent Co., Ltd",Phone,P/F: 862154720761,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Shanghai Hao Zhun Biological Technology Co., Ltd",Phone,P/F: 862759223108,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hubei Yongkuo Technology Co., Ltd",Phone,P/F: 862759223108,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Shanghai Yifei Biotechnology Co., Ltd",Phone,P/F: 862759223108,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Shenzhen Nexconn Pharmatechs Ltd,Phone,P/F: 862787366298,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Zhejiang Hangyu Api Co., Ltd",Phone,P/F: 862787366298,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Yibangte Import And Export Co., Ltd",Phone,P/F: 862787366298,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hubei Aumei New Material Co., Ltd",Phone,P/F: 862787366298,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Henan Bao Enluo International Trade Co. Ltd,Phone,P/F: 862787366298,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Shanghai Yuanji Chemical Co., Ltd",Phone,P/F: 8651269355651,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Suzhou Boyuan Chemical Co., Ltd",Phone,P/F: 8651269355651,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Xiamen Wonderful Bio Technology Co., Ltd",Email,runbobiological@163.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Beijing Aomi Jiade Pharmaceutical Technology Co., Ltd",Email,sales@advtechind.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Beijing Dongge Boye Biotechnology Co., Ltd",Email,sales@advtechind.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Advanced Technology & Industrial Co., Ltd",Email,sales@advtechind.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Shanghai Yingxin Laboratory Equipment Co., Ltd",Email,sales@advtechind.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Zhejiang Hangyu Api Co., Ltd",Email,sales@qinmuchem.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Jinan Qinmu Fine Chemical Co., Ltd",Email,sales@qinmuchem.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Zhejiang J&C Biological Technology Co.,Limited",Email,sales@townyuan.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Leap Chem Co., Ltd",Email,sales@townyuan.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Tang Yuan Life Science (Shanghai) Company Limited,Email,sales@townyuan.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Shanghai Yuanji Chemical Co., Ltd",Email,szbyhg@126.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Suzhou Boyuan Chemical Co., Ltd",Email,szbyhg@126.com,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Shenzhen Nexconn Pharmatechs Ltd,Email,tianyi@skbiology.cn,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Zhejiang Hangyu Api Co., Ltd",Email,tianyi@skbiology.cn,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Yibangte Import And Export Co., Ltd",Email,tianyi@skbiology.cn,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hubei Aumei New Material Co., Ltd",Email,tianyi@skbiology.cn,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.",Henan Bao Enluo International Trade Co. Ltd,Email,tianyi@skbiology.cn,1123,43,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Wuhan Lwax Pharma Tech Co., Ltd",Phone,P/F: 8619930501653,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Wuhan Alpha & Omega Pharmaceutical Co., Ltd",Phone,P/F: 8619930501653,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Guanlang Biotechnology Co., Ltd.",Phone,P/F: 8619930501653,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Crovell Biotechnology Co., Ltd",Email,lily@crovellbio.com,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Guanlang Biotechnology Co., Ltd.",Email,lily@crovellbio.com,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Guanlang Biotechnology Co., Ltd.",Email,lily@crovellbio.com,1050,32,307,
"Hebei Guanlang Biotechnology Co., Ltd.","Hebei Guanlang Biotechnology Co., Ltd.",Phone,P/F: 8619930501653,1050,32,307,
"Laidiou Biological Technology Co., Ltd","Zhangjiagang Methese Composite Material Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Tauto Biotech Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Uhn Shanghai Research & Development Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hubei Moco Chemical Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Alfachem Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Beijing Shengke Boyuan Biotechnology Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Xian Tianguangyuan Biotech Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai He Huan Chemical Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Run Biotech Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guangdong Wengjiang Chemical Reagent Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Chemenu Inc.,Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Changzhou Ansciep Chemical Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhejiang Kaili Industrial Co., Ltd",Phone,P/F: 862120222982,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guangzhou Isun Pharmaceutical Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Chemegen(Shanghai) Biotechnology Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Beijing Dongge Boye Biotechnology Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Beijing Fubo Biotechnology Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Absin Bioscience Inc.,Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Spectrum Chemical Manufacturing Corp.,Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Haohong Pharmaceutical Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Uchem Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Gihi Chemicals Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhengzhou Huawen Chemical Co., Ltd",Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Aikon International Limited,Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Dc Chemicals,Phone,P/F: 862158447131,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Hubei Coward Chemical Co . Ltd,Phone,P/F: 8613125172151,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hunan Chemfish Pharmaceutical Co., Ltd",Phone,P/F: 8613125172151,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Sunwise Chemical Co., Ltd",Phone,P/F: 8613125172151,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Aecochem Corp,Phone,P/F: 8613125172151,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Taizhou Jiecheng Chemical Co., Ltd",Phone,P/F: 8613372282299,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jiangsu Shring Biopharma Co., Ltd",Phone,P/F: 8613372282299,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Chemenu Inc.,Phone,P/F: 8613372282299,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Taijilin Industrial Co., Ltd",Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Luspharm Trading Co., Ltd.(2015)",Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Zhongda Biotechnology Co., Ltd",Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Bide Pharmatech Ltd.,Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Bao Enluo International Trade Co. Ltd,Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hangzhou Neway Chemicals Co., Ltd",Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Zhi Shang Chemical Co., Ltd",Phone,P/F: 8615689548120,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Hubei Coward Chemical Co . Ltd,Email,3508116617@qq.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hunan Chemfish Pharmaceutical Co., Ltd",Email,3508116617@qq.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Sunwise Chemical Co., Ltd",Email,3508116617@qq.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Aecochem Corp,Email,3508116617@qq.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Suzhou Sanyi Polymer Chemical Technology Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Qyu Biotech Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Block Chemical Technology (Shanghai) Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Bao Enluo International Trade Co. Ltd,Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Allgreen Chemical Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Run Biotech Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Advanced Technology & Industrial Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Yiao New Material Technology Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Witop Biotech Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Miaoyin Technology Co., Ltd",Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Bao Enluo International Trade Co. Ltd,Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Chemenu Inc.,Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Dc Chemicals,Email,deasea125996@gmail.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Huadong Medicine (Xian)Bodyguard Pharmaceutical Co., Ltd",Email,guoyuan@eastchinapharm.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Biological Technology Co., Ltd",Email,haochem@hi2000.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Jingbo New Material Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guizheng Medical Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Tianjin Tj Wyeth Biological Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhenfei Industry Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hangzhou Cyclic Chemical Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shenzhen Xinbosheng Biological Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Zhun Biological Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Sunlake Enterprise Corporation,Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Capot Chemical Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Ahh Chemical Co,.Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jinhua Huayi Chemical Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Boyuan Import & Export Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Wingroup Pharmaceutical Co.,Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Hanjiang Chemical Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Miaoyin Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Endun Biological Technology Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Quanjinci New Material Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Huisheng Import & Export Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Yingxin Laboratory Equipment Co., Ltd",Email,kathy@hbyinsheng.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Unipharm Pharmaceutical Industry Co., Ltd",Email,lee@unipharm-sd.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Zhongda Biotechnology Co., Ltd",Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Taijilin Industrial Co., Ltd",Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Luspharm Trading Co., Ltd.(2015)",Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Bide Pharmatech Ltd.,Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Bao Enluo International Trade Co. Ltd,Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hangzhou Neway Chemicals Co., Ltd",Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Zhi Shang Chemical Co., Ltd",Email,linda@zhongda-biotech.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Biological Technology Co., Ltd",Email,market@xlswkj.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jinzhong City, Shanxi Province, China Chemical Co., Ltd",Email,market@xlswkj.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Xiamen Research Biotechnology Co., Ltd",Email,market@xlswkj.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Longyu Biotechnology Co., Ltd",Email,market@xlswkj.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Gihi Chemicals Co., Ltd",Email,market@xlswkj.com,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhejiang J&C Biological Technology Co.,Limited",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Firsky International Trade (Wuhan) Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Tianjin Tj Wyeth Biological Technology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Zhongda Biotechnology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Mojin Biological Technology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Chongqing Chemdad Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Allgreen Chemical Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Maclean Biochemical Technology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Pushan Industry (Shaanxi) Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Uchem Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Miaoyin Technology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Quanjinci New Material Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Neostar United Industrial Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zouping Mingyuan Import & Export Trading Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guangzhou Dreampharm Biotechnology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hengmao New Materials Technology Co., Ltd",Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Dc Chemicals,Phone,P/F: 12135480471,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Biological Technology Co., Ltd",Phone,P/F: 8613585899102,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jinzhong City, Shanxi Province, China Chemical Co., Ltd",Phone,P/F: 8613585899102,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Xiamen Research Biotechnology Co., Ltd",Phone,P/F: 8613585899102,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Longyu Biotechnology Co., Ltd",Phone,P/F: 8613585899102,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Gihi Chemicals Co., Ltd",Phone,P/F: 8613585899102,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Unipharm Pharmaceutical Industry Co., Ltd",Phone,P/F: 8613953676784,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Block Chemical Technology (Shanghai) Co., Ltd",Phone,P/F: 8617331933,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Suzhou Sanyi Polymer Chemical Technology Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Qyu Biotech Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Block Chemical Technology (Shanghai) Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Allgreen Chemical Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Run Biotech Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Advanced Technology & Industrial Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Yiao New Material Technology Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Anhui Witop Biotech Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Miaoyin Technology Co., Ltd",Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Bao Enluo International Trade Co. Ltd,Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Chemenu Inc.,Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Dc Chemicals,Phone,P/F: 8617331933971,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Jingbo New Material Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guizheng Medical Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Tianjin Tj Wyeth Biological Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhenfei Industry Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hangzhou Cyclic Chemical Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shenzhen Xinbosheng Biological Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Zhun Biological Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Sunlake Enterprise Corporation,Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Capot Chemical Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Ahh Chemical Co,.Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jinhua Huayi Chemical Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Yingxin Laboratory Equipment Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Wingroup Pharmaceutical Co.,Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Hanjiang Chemical Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Miaoyin Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Endun Biological Technology Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Wuhan Quanjinci New Material Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Huisheng Import & Export Co., Ltd",Phone,P/F: 8617367732028,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shandong Xinhua Pharmaceutical Group Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Mainchem Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Run Biotech Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Alway Chem, China",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Meicheng Chemical Co .,Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Yancheng Yunfeng Chemical Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hainan Zhongxin Chemical Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","A.M Food Chemical Co., Ltd",Phone,P/F: 8618030271905,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Huadong Medicine (Xian)Bodyguard Pharmaceutical Co., Ltd",Phone,P/F: 8618629664246,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shijiazhuang Sute Trade Co., Ltd",Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd",China Jintai Biocompound Company,Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Amadis Chemical Company Limited,Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Henan Sunlake Enterprise Corporation,Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Aochuang Chemical Co., Ltd",Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanxi Yongjin Group Co., Ltd",Phone,P/F: 8618638391208,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Nanjing Becas Pharmatech Ltd.,Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hefei Tianrui Pharmaceutical Chemistry Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Sichuan Biosynce Pharmatech Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hefei Tnj Chemical Industry Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Guangzhou Tongyi Biochemistry Technology Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Pt Chem Group Ltd,Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Is",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd",Amadis Chemical Company Limited,Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Yolne Chemical Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Jinan Great Chemical Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Changzhou Anikare Pharmatech Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Run Biotech Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Hebei Qiute Trade Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Henan Aochuang Chemical Co., Ltd",Phone,P/F: 8618949823763,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Hao Biological Technology Co., Ltd",Phone,P/F: 862162058113,1036,48,340,
"Laidiou Biological Technology Co., Ltd","Shanghai Haohua Chemical Co., Ltd",Phone,P/F: 862162058113,1036,48,340,
