Base Consolidation Name,Associated Name,Linkage Value,Linkage Method,Evidence Weightage,Association Count
Amadis Chemical Company Limited,"Hebei Endun Biological Technology Co., Ltd",info@zzsrm.com,,1034,513
Amadis Chemical Company Limited,Chemenu Inc.,info@zzsrm.com,,280,513
Amadis Chemical Company Limited,"Shanghai Yifei Biotechnology Co., Ltd",info@zzsrm.com,,349,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",info@zzsrm.com,,196,513
Amadis Chemical Company Limited,"Tianjin Tj Wyeth Biological Technology Co., Ltd",P/F: 861057263844,,118,513
Amadis Chemical Company Limited,"Shanghai Hao Biological Technology Co., Ltd",P/F: 861057263844,,485,513
Amadis Chemical Company Limited,"Shenzhen Xinbosheng Biological Technology Co., Ltd",P/F: 861057263844,,388,513
Amadis Chemical Company Limited,"Beijing Fubo Biotechnology Co., Ltd",P/F: 861057263844,,316,513
Amadis Chemical Company Limited,"Morning Student Science And Technology (Guangzhou) Co., Ltd",P/F: 861057263844,,268,513
Amadis Chemical Company Limited,"Beijing Shengke Boyuan Biotechnology Co., Ltd",P/F: 861057263844,,16,513
Amadis Chemical Company Limited,"Beijing Bai Ao Si Biotechnology Co., Ltd",P/F: 861057263844,,4,513
Amadis Chemical Company Limited,"Zhongyuan Biotechnology Co., Ltd",P/F: 861057263844,,8,513
Amadis Chemical Company Limited,"Anhui Zhongda Biotechnology Co., Ltd",P/F: 861058443812,,550,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 861058443812,,810,513
Amadis Chemical Company Limited,"Beijing Qinghongfu Technology Co., Ltd",P/F: 861058443812,,190,513
Amadis Chemical Company Limited,"Anhui Zhongda Biotechnology Co., Ltd",P/F: 861059421785,,550,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 861059421785,,810,513
Amadis Chemical Company Limited,"Beijing Qinghongfu Technology Co., Ltd",P/F: 861059421785,,190,513
Amadis Chemical Company Limited,"Hebei Anlijie Biotechnology Co., Ltd",P/F: 8613122891558,,31,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 8613122891558,,810,513
Amadis Chemical Company Limited,"Xiamen Amoychem Co., Ltd",P/F: 8613122891558,,283,513
Amadis Chemical Company Limited,"He Peng (Shanghai) Biological Technology Co., Ltd",P/F: 8613122891558,,209,513
Amadis Chemical Company Limited,"Hebei Dangtong Import And Export Co., Ltd",P/F: 8613122891558,,221,513
Amadis Chemical Company Limited,"Hebei Miaoyin Technology Co., Ltd",P/F: 8613122891558,,1844,513
Amadis Chemical Company Limited,"Tianjin Tj Wyeth Biological Technology Co., Ltd",P/F: 8613260236521,,118,513
Amadis Chemical Company Limited,"Shanghai Hao Biological Technology Co., Ltd",P/F: 8613260236521,,485,513
Amadis Chemical Company Limited,"Shenzhen Xinbosheng Biological Technology Co., Ltd",P/F: 8613260236521,,388,513
Amadis Chemical Company Limited,"Beijing Fubo Biotechnology Co., Ltd",P/F: 8613260236521,,316,513
Amadis Chemical Company Limited,"Morning Student Science And Technology (Guangzhou) Co., Ltd",P/F: 8613260236521,,268,513
Amadis Chemical Company Limited,"Beijing Shengke Boyuan Biotechnology Co., Ltd",P/F: 8613260236521,,16,513
Amadis Chemical Company Limited,"Beijing Bai Ao Si Biotechnology Co., Ltd",P/F: 8613260236521,,4,513
Amadis Chemical Company Limited,"Zhongyuan Biotechnology Co., Ltd",P/F: 8613260236521,,8,513
Amadis Chemical Company Limited,"Anhui Zhongda Biotechnology Co., Ltd",P/F: 8613366919117,,550,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 8613366919117,,810,513
Amadis Chemical Company Limited,"Beijing Qinghongfu Technology Co., Ltd",P/F: 8613366919117,,190,513
Amadis Chemical Company Limited,Uncompanyname 1,P/F: 8613834861712,,0,513
Amadis Chemical Company Limited,"Xiamen Huijia Biological Technology Co., Ltd",P/F: 8613834861712,,27,513
Amadis Chemical Company Limited,"Shenzhen Xinbosheng Biological Technology Co., Ltd",P/F: 8613834861712,,388,513
Amadis Chemical Company Limited,"Shanghai Yubo Biotechnology Co., Ltd",P/F: 8613834861712,,21,513
Amadis Chemical Company Limited,"Xiamen Wonderful Bio Technology Co., Ltd",P/F: 8615028179902,,116,513
Amadis Chemical Company Limited,"Anhui Ruihan Technology Co., Ltd",P/F: 8615028179902,,514,513
Amadis Chemical Company Limited,"Hebei Mojin Biological Technology Co., Ltd",P/F: 8615028179902,,240,513
Amadis Chemical Company Limited,"Hebei Mojin Biological Technology Co., Ltd",P/F: 8615028179902,,484,513
Amadis Chemical Company Limited,Simag Chem Corp,P/F: 8615028179902,,291,513
Amadis Chemical Company Limited,"Henan Tianfu Chemical Co., Ltd",P/F: 8615028179902,,378,513
Amadis Chemical Company Limited,"Hangzhou Yaoruiyicheng Biological Medicine Co., Ltd",P/F: 8615028179902,,294,513
Amadis Chemical Company Limited,"Ahh Chemical Co,.Ltd",P/F: 8615028179902,,232,513
Amadis Chemical Company Limited,"Shanghai Yunao International Trade Co., Ltd",P/F: 8615028179902,,179,513
Amadis Chemical Company Limited,"Shandong Hanjiang Chemical Co., Ltd",P/F: 8615028179902,,1416,513
Amadis Chemical Company Limited,"Leap Chem Co., Ltd",P/F: 8615028179902,,421,513
Amadis Chemical Company Limited,"Shenzhen Polymeri Biochemical Technology Co., Ltd",P/F: 8615800340161,,1252,513
Amadis Chemical Company Limited,"Shanghai Haoran Biotechnology Co., Ltd",P/F: 8615800340161,,138,513
Amadis Chemical Company Limited,"Zhejiang J&C Biological Technology Co.,Limited",P/F: 8615800340161,,1778,513
Amadis Chemical Company Limited,"Hebei Xinsheng New Material Technology Co., Ltd",P/F: 8615800340161,,103,513
Amadis Chemical Company Limited,"Chemegen(Shanghai) Biotechnology Co., Ltd",P/F: 8615800340161,,1477,513
Amadis Chemical Company Limited,"Mokesi Technology Co., Ltd.(2016)",P/F: 8615800340161,,104,513
Amadis Chemical Company Limited,"Chengdu Sinostandards Biotech Co.,Ltd.",P/F: 8615800340161,,110,513
Amadis Chemical Company Limited,"Shanghai Hao Biological Technology Co., Ltd",P/F: 8615800340161,,485,513
Amadis Chemical Company Limited,"Shanghai Ziqi Biological Technology Co., Ltd",P/F: 8615800340161,,314,513
Amadis Chemical Company Limited,Hebei Weilang Import And Export Corporation,P/F: 8615800340161,,8,513
Amadis Chemical Company Limited,"Beijing Bolide Biotechnology Co., Ltd",P/F: 8615800340161,,28,513
Amadis Chemical Company Limited,"Shanghai Hanxiang Chemical Co., Ltd",P/F: 8615800340161,,8,513
Amadis Chemical Company Limited,"Anhui Zhongda Biotechnology Co., Ltd",P/F: 8615800340161,,550,513
Amadis Chemical Company Limited,"Hebei Guanlang Biotechnology Co., Ltd.",P/F: 8615800340161,,369,513
Amadis Chemical Company Limited,"Shanghai Hao Zhun Biological Technology Co., Ltd",P/F: 8615800340161,,2663,513
Amadis Chemical Company Limited,Conier Chem & Pharma Limited,P/F: 8615800340161,,758,513
Amadis Chemical Company Limited,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Is",P/F: 8615800340161,,560,513
Amadis Chemical Company Limited,"Leapchem Co., Ltd",P/F: 8615800340161,,160,513
Amadis Chemical Company Limited,"Hangzhou Ocean Chemical Co., Ltd",P/F: 8615800340161,,153,513
Amadis Chemical Company Limited,"Changzhou Huayang Technology Co., Ltd",P/F: 8615800340161,,377,513
Amadis Chemical Company Limited,"Anhui Yiao New Material Technology Co., Ltd",P/F: 8615800340161,,1111,513
Amadis Chemical Company Limited,Wuhan Han Sheng New Material Technology Co. Ltd,P/F: 8615800340161,,724,513
Amadis Chemical Company Limited,"Shandong Hanjiang Chemical Co., Ltd",P/F: 8615800340161,,1416,513
Amadis Chemical Company Limited,"Anhui Witop Biotech Co., Ltd",P/F: 8615800340161,,519,513
Amadis Chemical Company Limited,Atk Chemical Company Ltd,P/F: 8615800340161,,458,513
Amadis Chemical Company Limited,"Shanghai Uchem Co., Ltd",P/F: 8615800340161,,311,513
Amadis Chemical Company Limited,Afine Chemicals Ltd,P/F: 8615800340161,,336,513
Amadis Chemical Company Limited,"Gihi Chemicals Co., Ltd",P/F: 8615800340161,,321,513
Amadis Chemical Company Limited,"Hebei Miaoyin Technology Co., Ltd",P/F: 8615800340161,,1844,513
Amadis Chemical Company Limited,"Hebei Endun Biological Technology Co., Ltd",P/F: 8615800340161,,1034,513
Amadis Chemical Company Limited,Chemenu Inc.,P/F: 8615800340161,,280,513
Amadis Chemical Company Limited,"Shanghai Yifei Biotechnology Co., Ltd",P/F: 8615800340161,,349,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",P/F: 8615800340161,,196,513
Amadis Chemical Company Limited,"Shaanxi Haibo Biotechnology Co., Ltd",P/F: 8615821988213,,78,513
Amadis Chemical Company Limited,"Henan Tianfu Chemical Co., Ltd",P/F: 8615821988213,,378,513
Amadis Chemical Company Limited,"Shanghai Longyu Biotechnology Co., Ltd",P/F: 8615821988213,,498,513
Amadis Chemical Company Limited,Cd Chemical Group Limited,P/F: 8615821988213,,302,513
Amadis Chemical Company Limited,"Shandong Zhishang New Material Co., Ltd",P/F: 8615821988213,,125,513
Amadis Chemical Company Limited,"Xian Kono Chem Co., Ltd.,",P/F: 8615821988213,,155,513
Amadis Chemical Company Limited,"Henan Alfa Chemical Co., Ltd",P/F: 8615821988213,,263,513
Amadis Chemical Company Limited,"Jiangsu Shring Biopharma Co., Ltd",P/F: 8615821988213,,292,513
Amadis Chemical Company Limited,"Daming Changda Co., Ltd",P/F: 8618032673083,,59,513
Amadis Chemical Company Limited,"Shanghai Hobor Chemical Co., Ltd",P/F: 8618032673083,,100,513
Amadis Chemical Company Limited,"Weifang Wehibest Supply Chain Co., Ltd",P/F: 8618032673083,,48,513
Amadis Chemical Company Limited,"Shaanxi Haibo Biotechnology Co., Ltd",P/F: 8618032673083,,78,513
Amadis Chemical Company Limited,Career Henan Chemical Co,P/F: 8618032673083,,974,513
Amadis Chemical Company Limited,"Hebei Yanxi Chemical Co., Ltd.",P/F: 8618032673083,,666,513
Amadis Chemical Company Limited,"Hebei Duling International Trade Co., Ltd",P/F: 8618032673083,,401,513
Amadis Chemical Company Limited,"Hebei Yibangte Import And Export Co., Ltd",P/F: 8618032673083,,213,513
Amadis Chemical Company Limited,"Hubei Jusheng Technology Co., Ltd",P/F: 8618032673083,,235,513
Amadis Chemical Company Limited,"Shanghai Run Biotech Co., Ltd",P/F: 8618032673083,,654,513
Amadis Chemical Company Limited,Xinchem Corporation,P/F: 8618032673083,,113,513
Amadis Chemical Company Limited,"Weifang Wehibest Supply Chain Co., Ltd",P/F: 8618058761490,,48,513
Amadis Chemical Company Limited,"Changzhou Kechem Bioscientific Co., Ltd",P/F: 8618058761490,,59,513
Amadis Chemical Company Limited,"Hubei Sibo Chem Co., Ltd",P/F: 8618058761490,,9,513
Amadis Chemical Company Limited,"Shaanxi Lonierherb Bio Technology Co., Ltd",P/F: 8618058761490,,22,513
Amadis Chemical Company Limited,"Mainchem Co., Ltd",P/F: 8618058761490,,252,513
Amadis Chemical Company Limited,"Hunan Chemfish Pharmaceutical Co., Ltd",P/F: 8618058761490,,344,513
Amadis Chemical Company Limited,"Shanghai Yolne Chemical Co., Ltd",P/F: 8618058761490,,412,513
Amadis Chemical Company Limited,"Gihi Chemicals Co., Ltd",P/F: 8618058761490,,321,513
Amadis Chemical Company Limited,Aopharm,P/F: 8618058761490,,354,513
Amadis Chemical Company Limited,"Nanjing Chemlin Chemical Co., Ltd",P/F: 8618058761490,,284,513
Amadis Chemical Company Limited,"Hangzhou Gyz Chemical Co., Ltd",P/F: 8618058761490,,1160,513
Amadis Chemical Company Limited,"Qingdao On Billion Import And Export Co., Ltd",P/F: 8618058761490,,34,513
Amadis Chemical Company Limited,"Shanxi Yongjin Group Co., Ltd",P/F: 8618058761490,,157,513
Amadis Chemical Company Limited,"Firsky International Trade (Wuhan) Co., Ltd",P/F: 8618321124657,,285,513
Amadis Chemical Company Limited,"Shandong Hongyuan Chemical Technology Co., Ltd",P/F: 8618321124657,,10,513
Amadis Chemical Company Limited,"Hebei Mojin Biological Technology Co., Ltd",P/F: 8618321124657,,484,513
Amadis Chemical Company Limited,"Shanghai Zerui Biotechnology Co., Ltd",P/F: 8618321124657,,259,513
Amadis Chemical Company Limited,"Shijiazhuang Sute Trade Co., Ltd",P/F: 8618638391208,,127,513
Amadis Chemical Company Limited,China Jintai Biocompound Company,P/F: 8618638391208,,20,513
Amadis Chemical Company Limited,Henan Sunlake Enterprise Corporation,P/F: 8618638391208,,426,513
Amadis Chemical Company Limited,"Laidiou Biological Technology Co., Ltd",P/F: 8618638391208,,1036,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",P/F: 8618638391208,,196,513
Amadis Chemical Company Limited,"Shanxi Yongjin Group Co., Ltd",P/F: 8618638391208,,157,513
Amadis Chemical Company Limited,Nanjing Becas Pharmatech Ltd.,P/F: 8618949823763,,11,513
Amadis Chemical Company Limited,"Hefei Tianrui Pharmaceutical Chemistry Co., Ltd",P/F: 8618949823763,,5,513
Amadis Chemical Company Limited,"Sichuan Biosynce Pharmatech Co., Ltd",P/F: 8618949823763,,55,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 8618949823763,,810,513
Amadis Chemical Company Limited,"Guangzhou Tongyi Biochemistry Technology Co., Ltd",P/F: 8618949823763,,140,513
Amadis Chemical Company Limited,Pt Chem Group Ltd,P/F: 8618949823763,,501,513
Amadis Chemical Company Limited,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Is",P/F: 8618949823763,,560,513
Amadis Chemical Company Limited,"Laidiou Biological Technology Co., Ltd",P/F: 8618949823763,,1036,513
Amadis Chemical Company Limited,"Shanghai Yolne Chemical Co., Ltd",P/F: 8618949823763,,412,513
Amadis Chemical Company Limited,"Jinan Great Chemical Co., Ltd",P/F: 8618949823763,,121,513
Amadis Chemical Company Limited,"Changzhou Anikare Pharmatech Co., Ltd",P/F: 8618949823763,,208,513
Amadis Chemical Company Limited,"Shanghai Run Biotech Co., Ltd",P/F: 8618949823763,,654,513
Amadis Chemical Company Limited,"Hebei Qiute Trade Co., Ltd",P/F: 8618949823763,,242,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",P/F: 8618949823763,,196,513
Amadis Chemical Company Limited,"Binhai New Oriental Medical Co., Ltd",P/F: 8619837086283,,5,513
Amadis Chemical Company Limited,"Hubei Zhonglong Kangsheng Fine Chemical Co., Ltd",P/F: 8619837086283,,167,513
Amadis Chemical Company Limited,"Shanghai Yanjin Biological Technology Co., Ltd",P/F: 8619837086283,,222,513
Amadis Chemical Company Limited,"Shangqiu Ladybug Network Technology Co., Ltd",P/F: 8619837086283,,194,513
Amadis Chemical Company Limited,"Shanghai Ruichu Biotechnology Co., Ltd",P/F: 8619837086283,,122,513
Amadis Chemical Company Limited,"Wuhan Beileye Biomedical Technology Co., Ltd",P/F: 8619837086283,,118,513
Amadis Chemical Company Limited,"Firsky International Trade (Wuhan) Co., Ltd",P/F: 862154580889,,285,513
Amadis Chemical Company Limited,"Shandong Hongyuan Chemical Technology Co., Ltd",P/F: 862154580889,,10,513
Amadis Chemical Company Limited,"Hebei Mojin Biological Technology Co., Ltd",P/F: 862154580889,,484,513
Amadis Chemical Company Limited,"Shanghai Zerui Biotechnology Co., Ltd",P/F: 862154580889,,259,513
Amadis Chemical Company Limited,"Daming Changda Co., Ltd",P/F: 8631187836622,,59,513
Amadis Chemical Company Limited,"Shanghai Hobor Chemical Co., Ltd",P/F: 8631187836622,,100,513
Amadis Chemical Company Limited,"Weifang Wehibest Supply Chain Co., Ltd",P/F: 8631187836622,,48,513
Amadis Chemical Company Limited,"Shaanxi Haibo Biotechnology Co., Ltd",P/F: 8631187836622,,78,513
Amadis Chemical Company Limited,Career Henan Chemical Co,P/F: 8631187836622,,974,513
Amadis Chemical Company Limited,"Hebei Yanxi Chemical Co., Ltd.",P/F: 8631187836622,,666,513
Amadis Chemical Company Limited,"Hebei Duling International Trade Co., Ltd",P/F: 8631187836622,,401,513
Amadis Chemical Company Limited,"Hebei Yibangte Import And Export Co., Ltd",P/F: 8631187836622,,213,513
Amadis Chemical Company Limited,"Hubei Jusheng Technology Co., Ltd",P/F: 8631187836622,,235,513
Amadis Chemical Company Limited,"Shanghai Run Biotech Co., Ltd",P/F: 8631187836622,,654,513
Amadis Chemical Company Limited,Xinchem Corporation,P/F: 8631187836622,,113,513
Amadis Chemical Company Limited,"Binhai New Oriental Medical Co., Ltd",P/F: 863702070160,,5,513
Amadis Chemical Company Limited,"Hubei Zhonglong Kangsheng Fine Chemical Co., Ltd",P/F: 863702070160,,167,513
Amadis Chemical Company Limited,"Shanghai Yanjin Biological Technology Co., Ltd",P/F: 863702070160,,222,513
Amadis Chemical Company Limited,"Shangqiu Ladybug Network Technology Co., Ltd",P/F: 863702070160,,194,513
Amadis Chemical Company Limited,"Shanghai Ruichu Biotechnology Co., Ltd",P/F: 863702070160,,122,513
Amadis Chemical Company Limited,"Wuhan Beileye Biomedical Technology Co., Ltd",P/F: 863702070160,,118,513
Amadis Chemical Company Limited,"Shijiazhuang Sute Trade Co., Ltd",P/F: 8637163689365,,127,513
Amadis Chemical Company Limited,China Jintai Biocompound Company,P/F: 8637163689365,,20,513
Amadis Chemical Company Limited,Henan Sunlake Enterprise Corporation,P/F: 8637163689365,,426,513
Amadis Chemical Company Limited,"Laidiou Biological Technology Co., Ltd",P/F: 8637163689365,,1036,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",P/F: 8637163689365,,196,513
Amadis Chemical Company Limited,"Shanxi Yongjin Group Co., Ltd",P/F: 8637163689365,,157,513
Amadis Chemical Company Limited,"Shanghai Lianmai Biological Engineering Co., Ltd",P/F: 8637186658258,,7,513
Amadis Chemical Company Limited,"Shanghai Minmin Biotechnology Co., Ltd",P/F: 8637186658258,,290,513
Amadis Chemical Company Limited,"Shanghai Yaoyun Biological Technology Co., Ltd",P/F: 8637186658258,,290,513
Amadis Chemical Company Limited,"Morning Student Science And Technology (Guangzhou) Co., Ltd",P/F: 8637186658258,,268,513
Amadis Chemical Company Limited,"Zhongweiye Biological Technology Co., Ltd. (2010)",P/F: 8637186658258,,8,513
Amadis Chemical Company Limited,"Anhui Zhongda Biotechnology Co., Ltd",P/F: 8637186658258,,550,513
Amadis Chemical Company Limited,"Hebei Guanlang Biotechnology Co., Ltd.",P/F: 8637186658258,,369,513
Amadis Chemical Company Limited,"Henan Bizhi Chemical Tech Co., Ltd./ Henan Coreychem Co., Ltd(Molbase).",P/F: 8637186658258,,0,513
Amadis Chemical Company Limited,Career Henan Chemical Co,P/F: 8637186658258,,974,513
Amadis Chemical Company Limited,"Dayang Chem (Hangzhou) Co., Ltd",P/F: 8637186658258,,175,513
Amadis Chemical Company Limited,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Is",P/F: 8637186658258,,560,513
Amadis Chemical Company Limited,"Mainchem Co., Ltd",P/F: 8637186658258,,252,513
Amadis Chemical Company Limited,"Hangzhou Yunuo Chemical Co., Ltd",P/F: 8637186658258,,438,513
Amadis Chemical Company Limited,"Changzhou Huayang Technology Co., Ltd",P/F: 8637186658258,,377,513
Amadis Chemical Company Limited,"Hubei Jusheng Technology Co., Ltd",P/F: 8637186658258,,235,513
Amadis Chemical Company Limited,Career Henan Chemical Co,P/F: 8637186658258,,222,513
Amadis Chemical Company Limited,Afine Chemicals Ltd,P/F: 8637186658258,,336,513
Amadis Chemical Company Limited,"Leap Chem Co., Ltd",P/F: 8637186658258,,421,513
Amadis Chemical Company Limited,"Hebei Miaoyin Technology Co., Ltd",P/F: 8637186658258,,1844,513
Amadis Chemical Company Limited,"Hebei Endun Biological Technology Co., Ltd",P/F: 8637186658258,,1034,513
Amadis Chemical Company Limited,"Henan Bizhi Chemical Tech Co., Ltd./ Henan Corey Chem Co., Ltd",P/F: 8637186658258,,1210,513
Amadis Chemical Company Limited,"Shanghai Daken Advanced Materials Co., Ltd",P/F: 8637186658258,,144,513
Amadis Chemical Company Limited,"Jinan Welt Chemical Co., Ltd",P/F: 8651281664689,,100,513
Amadis Chemical Company Limited,"Suzhou Sino Rare Chemical Co., Ltd",P/F: 8651281664689,,11,513
Amadis Chemical Company Limited,"Beijing Taize Jiaye Technology Development Co., Ltd",P/F: 8651281664689,,108,513
Amadis Chemical Company Limited,"Jinan Wedo Industrial Co., Ltd",P/F: 8651281664689,,100,513
Amadis Chemical Company Limited,"Cbc Shanghai Co., Ltd",P/F: 8651281664689,,15,513
Amadis Chemical Company Limited,"Shouguang Ocean Chemical Co., Ltd",P/F: 8651281664689,,5,513
Amadis Chemical Company Limited,"Chunchuang (Wuhan) Technology Co., Ltd",P/F: 8651281664689,,59,513
Amadis Chemical Company Limited,"Lianyuangang Duxiang Chemicals Co., Ltd",P/F: 8651281664689,,5,513
Amadis Chemical Company Limited,"Nantong Kaisheng Biotechnology Co., Ltd",P/F: 8651281664689,,5,513
Amadis Chemical Company Limited,"Shanghai Jijin Chemical Technology Co., Ltd",P/F: 8651281664689,,28,513
Amadis Chemical Company Limited,"Xiamen Research Biotechnology Co., Ltd",P/F: 8651281664689,,24,513
Amadis Chemical Company Limited,Conier Chem & Pharma Limited,P/F: 8651281664689,,758,513
Amadis Chemical Company Limited,"Laidiou Biological Technology Co., Ltd",P/F: 8651281664689,,1036,513
Amadis Chemical Company Limited,"Shanghai Meicheng Chemical Co .,Ltd",P/F: 8651281664689,,290,513
Amadis Chemical Company Limited,"Shanghai Yingxin Laboratory Equipment Co., Ltd",P/F: 8651281664689,,245,513
Amadis Chemical Company Limited,"Hubei Yunmei Technology Co., Ltd",P/F: 8651281664689,,105,513
Amadis Chemical Company Limited,"Shandong Hanjiang Chemical Co., Ltd",P/F: 8651281664689,,1416,513
Amadis Chemical Company Limited,"Shandong Chenyi Environmental Protection Technology Co., Ltd",P/F: 8651281664689,,69,513
Amadis Chemical Company Limited,"Shanghai Ditao Chemical Technology Co., Ltd",P/F: 8651281664689,,36,513
Amadis Chemical Company Limited,Nanjing Becas Pharmatech Ltd.,P/F: 8655165418671,,11,513
Amadis Chemical Company Limited,"Hefei Tianrui Pharmaceutical Chemistry Co., Ltd",P/F: 8655165418671,,5,513
Amadis Chemical Company Limited,"Sichuan Biosynce Pharmatech Co., Ltd",P/F: 8655165418671,,55,513
Amadis Chemical Company Limited,"Hefei Tnj Chemical Industry Co., Ltd",P/F: 8655165418671,,810,513
Amadis Chemical Company Limited,"Guangzhou Tongyi Biochemistry Technology Co., Ltd",P/F: 8655165418671,,140,513
Amadis Chemical Company Limited,Pt Chem Group Ltd,P/F: 8655165418671,,501,513
Amadis Chemical Company Limited,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Is",P/F: 8655165418671,,560,513
Amadis Chemical Company Limited,"Laidiou Biological Technology Co., Ltd",P/F: 8655165418671,,1036,513
Amadis Chemical Company Limited,"Shanghai Yolne Chemical Co., Ltd",P/F: 8655165418671,,412,513
Amadis Chemical Company Limited,"Jinan Great Chemical Co., Ltd",P/F: 8655165418671,,121,513
Amadis Chemical Company Limited,"Changzhou Anikare Pharmatech Co., Ltd",P/F: 8655165418671,,208,513
Amadis Chemical Company Limited,"Hebei Qiute Trade Co., Ltd",P/F: 8655165418671,,242,513
Amadis Chemical Company Limited,"Henan Aochuang Chemical Co., Ltd",P/F: 8655165418671,,196,513
Amadis Chemical Company Limited,"Af Biochem Co., Ltd",P/F: 8657185134551,,12,513
Amadis Chemical Company Limited,"Henan Allgreen Chemical Co., Ltd",P/F: 8657185134551,,569,513
Amadis Chemical Company Limited,"Hunan Chemfish Pharmaceutical Co., Ltd",P/F: 8657185134551,,344,513
Amadis Chemical Company Limited,"Wuhan Xinyang Ruihe Chemical Technology Co., Ltd",P/F: 8657185134551,,534,513
Amadis Chemical Company Limited,"Shanghai Run Biotech Co., Ltd",P/F: 8657185134551,,654,513
Amadis Chemical Company Limited,Afine Chemicals Ltd,P/F: 8657185134551,,336,513
Amadis Chemical Company Limited,"Anhui Yisheng Technology Co., Ltd.",P/F: 8657185134551,,533,513
Amadis Chemical Company Limited,"Lihe Pharmaceutical Technology (Wuhan) Co., Ltd",P/F: 8657185134551,,79,513
Amadis Chemical Company Limited,"Nanjing Wangzhixing Pharmaceutical Technology Co., Ltd",P/F: 8657185134551,,64,513
Amadis Chemical Company Limited,"Weifang Wehibest Supply Chain Co., Ltd",P/F: 8657186217390,,48,513
Amadis Chemical Company Limited,"Changzhou Kechem Bioscientific Co., Ltd",P/F: 8657186217390,,59,513
Amadis Chemical Company Limited,"Hubei Sibo Chem Co., Ltd",P/F: 8657186217390,,9,513
Amadis Chemical Company Limited,"Shaanxi Lonierherb Bio Technology Co., Ltd",P/F: 8657186217390,,22,513
Amadis Chemical Company Limited,"Mainchem Co., Ltd",P/F: 8657186217390,,252,513
Amadis Chemical Company Limited,"Hunan Chemfish Pharmaceutical Co., Ltd",P/F: 8657186217390,,344,513
Amadis Chemical Company Limited,"Shanghai Yolne Chemical Co., Ltd",P/F: 8657186217390,,412,513
Amadis Chemical Company Limited,"Gihi Chemicals Co., Ltd",P/F: 8657186217390,,321,513
Amadis Chemical Company Limited,Aopharm,P/F: 8657186217390,,354,513
Amadis Chemical Company Limited,"Nanjing Chemlin Chemical Co., Ltd",P/F: 8657186217390,,284,513
Amadis Chemical Company Limited,"Hangzhou Gyz Chemical Co., Ltd",P/F: 8657186217390,,1160,513
Amadis Chemical Company Limited,"Qingdao On Billion Import And Export Co., Ltd",P/F: 8657186217390,,34,513
Amadis Chemical Company Limited,"Shanxi Yongjin Group Co., Ltd",P/F: 8657186217390,,157,513
Amadis Chemical Company Limited,"Shanghai Jiegu Biotechnology Co., Ltd",P/F: 8657189925085,,32,513
Amadis Chemical Company Limited,"Huaian Yishu Technology Co., Ltd",P/F: 8657189925085,,9,513
Amadis Chemical Company Limited,Biokitchen,P/F: 8657189925085,,50,513
Amadis Chemical Company Limited,"Shanghai Lianshuobao Is Biotechnology Co., Ltd",P/F: 8657189925085,,7,513
Amadis Chemical Company Limited,"Beijing Bolide Biotechnology Co., Ltd",P/F: 8657189925085,,28,513
Amadis Chemical Company Limited,Amadis Chemical Company Limited,P/F: 8657189925085,,40,513
Amadis Chemical Company Limited,"Shanghai Synchem Pharma Co., Ltd",P/F: 8657189925085,,234,513
Amadis Chemical Company Limited,"Shanghai Hao Zhun Biological Technology Co., Ltd",P/F: 8657189925085,,2663,513
Amadis Chemical Company Limited,"Henan Allgreen Chemical Co., Ltd",P/F: 8657189925085,,569,513
Amadis Chemical Company Limited,Henan Sunlake Enterprise Corporation,P/F: 8657189925085,,426,513
Amadis Chemical Company Limited,"Hangzhou Yunuo Chemical Co., Ltd",P/F: 8657189925085,,438,513
Amadis Chemical Company Limited,"Hunan Chemfish Pharmaceutical Co., Ltd",P/F: 8657189925085,,344,513
Amadis Chemical Company Limited,"Shanghai Wencai New Material Technology Co., Ltd",P/F: 8657189925085,,61,513
Amadis Chemical Company Limited,"Jinhua Huayi Chemical Co., Ltd",P/F: 8657189925085,,279,513
Amadis Chemical Company Limited,"Hebei Qiute Trade Co., Ltd",P/F: 8657189925085,,242,513
Amadis Chemical Company Limited,Aopharm,P/F: 8657189925085,,354,513
Amadis Chemical Company Limited,"Jia Xing Isenchem Co., Ltd",P/F: 8657189925085,,237,513
Amadis Chemical Company Limited,"Hangzhou Gyz Chemical Co., Ltd",P/F: 8657189925085,,1160,513
